item_id,order_id,product_id,quantity,unit_price,discount_percent
80,27,422,4,2712.68,15
81,27,266,6,6509.28,15
82,28,292,5,1191.69,0
83,28,397,6,3860.24,15
84,28,439,4,2808.08,0
85,29,115,4,5965.64,0
86,30,210,5,2348.07,15
87,30,278,5,2573.05,0
88,30,314,4,4451.34,0
89,30,473,4,5885.03,30
90,31,48,1,200.8,0
91,32,291,4,691.65,5
92,32,346,1,7004.26,10
93,33,289,3,6213.56,5
94,33,93,6,1434.96,30
95,33,296,6,3302.53,30
96,33,178,5,1085.09,5
97,33,252,1,3374.99,15
98,34,281,1,4526.9,0
99,34,468,5,7685.06,0
100,34,484,6,6344.13,10
101,34,99,1,7494.47,30
102,35,124,3,2136.58,20
103,35,119,6,7745.91,5
104,35,427,1,3714.06,10
105,35,123,2,2485.59,30
106,35,78,2,6525.33,15
107,36,247,6,7766.86,30
108,36,509,-4,3803.17,0
109,37,349,2,848.97,0
110,37,249,6,4483.92,0
111,38,168,5,3306.34,0
112,38,170,2,2948.63,5
113,38,416,5,6648.66,15
114,38,495,4,2528.77,0
115,38,62,1,109.19,0
116,39,484,6,7872.45,30
117,39,10,1,3950.6,0
118,40,525,1,6741.15,0
119,40,427,5,7131.94,5
120,40,446,3,4791.56,20
121,40,231,4,4372.52,20
122,40,169,6,3337.78,0
123,41,294,3,3473.86,20
124,41,276,3,809.52,0
125,41,349,5,7983.69,10
126,41,405,4,2865.2,0
127,42,315,2,581.98,20
128,42,342,2,7934.39,5
129,43,222,2,3172.63,10
130,44,176,2,4933.12,0
131,44,381,4,6578.14,0
132,44,454,6,2746.59,20
133,45,352,4,3007.96,0
134,45,151,3,1680.83,0
135,45,153,1,2929.47,5
136,45,279,4,6159.85,5
137,45,477,2,3532.36,5
138,46,133,3,1358.79,5
139,46,154,4,6313.53,5
140,46,546,4,1571.28,5
141,47,37,2,5767.94,0
142,48,320,2,2082.77,0
143,49,457,3,1942.45,5
144,49,12,6,5051.28,5
145,50,288,3,7137.73,0
146,50,376,3,3575.12,15
147,50,409,6,3872.4,20
148,50,85,5,4368.79,20
149,50,131,3,5677.56,10
150,51,148,4,4361.1,5
151,51,99,4,1343.0,10
152,51,377,1,5734.98,30
153,52,439,5,1713.01,0
154,52,535,5,1785.74,0
155,53,468,6,6913.82,5
156,53,480,1,280.57,0
157,54,523,3,6611.77,20
158,55,372,2,3229.37,20
159,55,83,6,3297.81,0
160,55,31,4,1862.92,10
161,56,428,5,4301.95,5
162,56,483,2,2931.16,0
163,56,96,-6,4269.12,0
164,56,305,3,3810.65,0
165,57,106,3,3263.48,30
166,57,334,3,5445.65,20
167,58,264,5,1688.39,15
168,58,345,3,2359.37,15
169,59,377,1,1815.88,0
170,59,204,2,819.21,0
171,59,77,6,3795.17,5
172,59,482,4,1849.43,0
173,60,400,6,1568.51,5
174,60,473,3,3670.94,5
175,60,210,5,3466.07,20
176,61,99,5,4865.34,10
177,62,532,2,5992.49,20
178,62,442,3,6068.09,5
179,62,406,6,2923.49,15
180,62,24,6,821.79,20
181,62,453,1,4969.24,0
182,63,203,6,2989.4,0
183,63,508,1,6034.69,5
184,63,100,6,3539.1,10
185,63,425,3,6362.92,5
186,63,300,5,4437.91,0
187,64,134,6,3550.27,0
188,64,514,5,4384.33,10
189,64,31,6,815.51,5
190,65,281,1,3285.89,15
191,65,252,5,420.56,0
192,65,271,6,1283.4,0
193,65,364,5,5194.9,20
194,66,403,2,7011.44,15
195,66,170,3,4799.43,0
196,66,272,1,906.77,15
197,67,33,-1,4412.62,5
198,67,241,3,3414.9,10
199,67,517,4,7247.21,0
200,67,463,2,2150.5,10
201,68,441,1,1014.76,15
202,68,126,1,1978.14,20
203,68,84,6,2874.07,20
204,68,437,6,7416.93,0
205,69,46,5,1797.37,15
206,69,44,2,3386.27,20
207,69,310,1,1865.05,15
208,69,126,3,6154.72,0
209,69,322,2,6304.69,30
210,70,532,1,7085.79,0
211,70,12,2,6504.11,30
212,71,95,3,3139.66,0
213,72,303,1,2754.74,0
214,72,119,6,6503.42,5
215,72,195,5,3560.38,20
216,72,411,6,3915.91,0
217,72,383,6,7588.57,5
218,73,375,4,5645.76,20
219,73,18,1,4768.83,5
220,74,77,3,1389.23,0
221,74,200,1,7541.9,10
222,75,54,2,5442.16,30
223,76,372,2,2113.6,0
224,76,535,4,639.52,0
225,76,358,4,5951.19,0
226,76,395,6,570.41,20
227,77,380,6,970.32,20
228,77,76,1,601.43,0
229,77,440,1,1140.9,5
230,77,326,6,4908.73,5
231,77,503,2,2663.91,30
232,78,139,1,6546.35,15
233,78,61,5,5299.03,0
234,78,440,1,5660.75,0
235,78,155,5,6895.41,0
236,78,227,3,2815.86,0
237,79,145,1,6361.59,0
238,80,126,3,6390.35,20
239,80,415,1,5641.61,30
240,80,281,1,6455.09,5
241,80,106,3,2672.9,10
242,80,14,5,335.71,20
243,81,341,5,6638.8,30
244,82,349,5,5505.63,15
245,82,408,5,3948.18,0
246,82,443,5,717.57,0
247,83,17,4,6798.98,10
248,83,298,4,3185.22,0
249,83,368,5,1642.48,0
250,83,466,4,7740.81,30
251,83,454,2,5077.12,0
252,84,301,5,1164.53,20
253,84,385,2,3623.32,20
254,84,532,1,3182.81,0
255,84,328,6,3539.55,5
256,85,535,4,4796.52,20
257,85,131,4,1086.99,15
258,85,277,4,4031.33,30
259,86,46,3,4028.2,0
260,86,162,2,7508.71,15
261,86,65,2,7692.09,15
262,87,350,-1,2636.13,10
263,87,400,5,593.9,0
264,88,371,1,1286.57,15
265,89,339,1,1040.31,10
266,89,204,3,231.6,5
267,90,153,2,5717.75,0
268,90,249,5,1260.38,10
269,90,154,3,1887.14,0
270,91,77,5,3935.27,5
271,91,288,3,6422.83,5
272,91,32,6,3778.05,30
273,92,155,1,4294.14,5
274,92,312,1,5019.4,0
275,92,47,5,222.39,0
276,92,153,6,1289.77,10
277,92,99,2,2816.05,30
278,93,446,4,2329.7,15
279,93,223,2,6161.23,10
280,93,341,5,4312.17,5
281,93,371,6,4002.52,0
282,93,517,3,6008.03,0
283,94,208,1,7762.98,0
284,94,335,-5,463.89,5
285,94,120,3,1920.17,0
286,95,484,4,3099.56,20
287,95,163,6,1115.18,30
288,95,8,3,5600.74,30
289,95,269,1,1122.12,30
290,95,452,3,5503.71,5
291,96,369,6,1114.32,0
292,96,195,4,5723.79,0
293,96,106,3,2180.29,0
294,96,381,6,220.28,20
295,97,285,3,4767.96,20
296,98,361,3,1786.91,30
297,98,473,1,5499.85,15
298,98,320,2,2020.01,10
299,99,462,-1,461.09,5
300,99,169,6,2426.49,30
301,99,443,3,4387.63,15
302,99,479,5,5052.5,0
303,99,30,4,524.13,0
304,100,376,5,4043.21,10
305,101,468,2,3979.25,10
306,101,448,5,7625.37,5
307,102,121,2,6980.46,15
308,102,165,3,7442.09,30
309,103,297,4,1029.51,10
310,104,224,4,4021.32,0
311,104,406,-4,3281.25,20
312,104,475,3,129.48,30
313,104,318,4,1200.07,0
314,104,471,1,1529.78,0
315,105,218,5,7671.26,0
316,106,268,3,1802.4,5
317,106,451,2,7259.85,15
318,106,137,6,6724.37,0
319,106,437,6,7211.06,20
320,107,34,1,2093.76,10
321,107,280,2,4216.3,10
322,107,361,5,4543.13,0
323,107,238,5,7853.43,20
324,108,101,2,6996.05,5
325,108,158,4,797.95,0
326,108,268,3,5834.12,5
327,109,259,6,2770.6,15
328,109,542,3,6580.12,15
329,109,98,5,1418.67,5
330,109,86,4,1658.94,0
331,110,420,6,4651.98,0
332,110,199,4,3478.59,30
333,111,500,5,1748.09,10
334,111,375,1,7987.52,0
335,111,215,5,6218.0,0
336,111,370,5,6415.63,0
337,112,504,5,5468.66,30
338,112,134,4,6940.5,0
339,112,197,1,1869.16,0
340,112,206,3,7739.44,10
341,113,188,3,1334.64,0
342,113,204,3,4869.3,0
343,113,423,1,4244.14,20
344,114,394,3,5661.88,0
345,115,92,2,7384.89,20
346,115,351,4,4621.14,30
347,115,493,6,3671.52,0
348,116,404,4,2513.87,0
349,116,122,1,6407.67,30
350,116,47,2,7298.26,30
351,116,186,1,6048.08,15
352,116,199,3,3607.06,5
353,117,501,1,5482.2,10
354,117,479,6,6684.94,30
355,118,211,5,2788.62,20
356,118,188,1,6073.88,15
357,118,424,6,1683.69,15
358,118,5,5,7748.99,10
359,119,200,3,4019.86,0
360,119,421,4,3971.02,30
361,120,360,5,5957.19,20
362,120,404,5,4708.6,10
363,120,271,4,2856.08,5
364,120,343,3,7266.28,15
365,121,133,-3,2979.9,30
366,122,174,5,7040.11,10
367,122,6,3,1972.48,15
368,122,280,3,7540.61,30
369,122,537,-5,1913.62,5
370,123,547,4,1573.58,0
371,123,381,2,3100.22,0
372,124,30,4,7743.96,10
373,124,487,1,5801.51,20
374,124,227,2,7916.54,10
375,125,322,1,5930.95,0
376,126,370,4,3511.86,5
377,126,529,3,3791.5,20
378,126,236,3,7982.65,20
379,126,546,4,2056.36,0
380,127,202,3,6282.22,10
381,127,486,1,801.42,0
382,127,271,6,454.87,0
383,127,115,6,2690.39,20
384,128,531,4,3807.73,5
385,128,269,2,271.65,0
386,128,473,3,7126.63,30
387,129,277,5,2797.01,15
388,129,485,6,5166.48,0
389,129,541,4,6108.16,0
390,130,541,4,773.05,0
391,130,482,2,1989.33,20
392,130,343,1,4602.88,0
393,130,444,2,2103.07,10
394,131,213,2,7487.88,30
395,132,343,6,7835.77,30
396,133,68,1,2211.89,30
397,133,46,1,4268.91,10
398,133,415,4,2224.35,5
399,133,373,1,4188.6,15
400,133,122,4,7444.6,15
401,134,8,5,1559.15,0
402,134,299,-5,1029.7,30
403,134,269,5,4097.8,20
404,135,252,4,2672.41,10
405,135,85,3,7121.18,15
406,135,439,6,289.24,0
407,136,473,6,3542.14,15
408,137,434,1,1355.73,0
409,137,56,2,4825.12,20
410,138,201,2,7718.18,15
411,138,225,3,7829.92,0
412,138,22,4,4786.03,15
413,138,170,3,6748.54,0
414,139,214,2,5060.85,15
415,139,168,2,7813.5,15
416,139,27,-1,1111.38,0
417,139,121,6,1206.25,0
418,140,530,5,6275.92,0
419,140,130,5,7744.86,15
420,140,57,3,5699.65,5
421,140,309,5,6076.25,30
422,141,458,6,5471.28,5
423,141,210,5,3060.51,0
424,141,539,5,1248.18,5
425,141,154,5,3549.07,10
426,141,278,2,6957.78,0
427,142,352,6,4270.15,0
428,142,190,3,4774.81,5
429,142,372,1,1079.07,20
430,142,374,6,6661.5,15
431,142,479,3,4064.28,20
432,143,347,1,6121.44,10
433,144,118,6,3317.05,10
434,144,334,1,2726.25,30
435,144,32,4,2952.78,15
436,144,523,5,6211.36,5
437,144,140,3,4115.6,0
438,145,520,6,1305.09,30
439,146,308,6,3995.97,15
440,146,458,5,3022.5,0
441,146,463,2,3634.28,10
442,147,255,4,2351.68,15
443,147,495,3,2345.25,10
444,147,482,5,3386.83,10
445,147,40,6,933.63,20
446,147,18,2,4552.75,20
447,148,121,5,7222.94,0
448,148,158,4,2181.71,0
449,148,338,4,6279.68,0
450,148,373,4,3913.14,15
451,149,65,3,5578.1,5
452,149,290,3,7260.58,0
453,150,348,3,2757.48,5
454,151,362,3,6431.22,0
455,151,365,4,7654.86,5
456,151,345,2,7763.7,30
457,152,425,1,6447.91,0
458,152,522,1,6097.15,0
459,152,56,3,3841.83,15
460,152,365,3,4517.33,0
461,153,468,5,3188.66,20
462,154,249,1,3419.85,15
463,155,91,1,6341.44,5
464,156,81,2,3306.59,0
465,156,96,1,1599.89,5
466,156,111,6,4608.24,5
467,156,379,4,1561.03,0
468,156,210,6,1966.01,30
469,157,174,3,7519.11,0
470,157,65,4,3514.99,5
471,157,546,6,7057.36,0
472,157,217,-6,1937.43,0
473,157,541,2,5968.58,20
474,158,300,6,2524.94,0
475,158,493,3,4514.56,0
476,158,285,4,3529.34,5
477,158,153,4,5244.52,0
478,159,486,3,3622.33,0
479,159,455,3,2132.23,5
480,159,310,5,2746.18,0
481,159,280,3,3553.58,10
482,159,173,6,4958.9,0
483,160,388,5,6461.11,10
484,160,12,5,3404.57,0
485,161,187,2,6346.3,5
486,162,273,5,1567.34,0
487,162,393,2,1920.19,10
488,163,397,6,1709.65,20
489,164,309,5,7433.11,15
490,164,534,3,5523.24,15
491,164,335,6,5334.48,15
492,164,508,4,4536.82,0
493,165,362,3,5904.61,20
494,166,435,2,7332.36,0
495,166,268,4,3347.59,10
496,166,262,4,7074.2,10
497,166,271,2,2405.53,0
498,167,442,3,2071.53,0
499,167,454,6,4616.03,15
500,167,257,6,271.45,15
501,167,467,4,900.13,5
502,167,103,3,4423.91,0
503,168,90,4,3344.98,5
504,168,270,2,5405.78,0
505,168,193,3,1715.2,0
506,168,191,1,7368.73,0
507,168,513,6,441.42,15
508,169,130,5,3727.11,10
509,169,84,5,3310.79,0
510,170,136,6,4969.73,20
511,170,485,1,6434.01,5
512,170,20,3,4080.02,5
513,171,320,1,3885.17,15
514,172,227,1,185.63,0
515,173,112,5,2371.26,5
516,173,412,4,7986.91,5
517,174,45,2,1097.45,10
518,174,291,2,1518.96,20
519,175,360,2,782.94,20
520,175,408,3,275.15,0
521,175,45,3,2720.88,0
522,175,180,4,1196.88,0
523,176,415,6,3692.09,15
524,176,485,-1,7125.15,15
525,177,500,3,700.52,0
526,177,43,2,4228.15,20
527,177,437,4,4830.74,0
528,177,3,2,6386.35,5
529,178,18,3,5899.2,15
530,178,380,1,3406.97,30
531,179,453,5,1247.71,0
532,180,233,4,3356.89,15
533,180,33,6,2714.25,0
534,180,152,-5,5793.88,10
535,180,278,1,5254.32,0
536,180,181,3,4400.55,0
537,181,101,2,6220.05,5
538,181,52,2,1704.35,5
539,181,227,1,5698.48,15
540,182,199,1,4368.05,10
541,182,477,1,7927.75,5
542,182,55,4,360.74,0
543,183,474,1,5998.86,30
544,184,114,2,5630.56,0
545,185,230,6,4358.71,20
546,185,218,5,3090.87,30
547,185,482,3,4874.02,30
548,185,95,6,5546.44,5
549,185,460,1,646.6,0
550,186,372,5,1594.72,0
551,186,86,4,7960.7,20
552,186,388,3,320.65,10
553,187,45,6,5072.9,15
554,187,395,2,2738.99,5
555,187,359,3,5345.18,20
556,188,7,2,3804.89,15
557,188,268,4,7540.16,0
558,188,402,4,5326.94,0
559,189,27,1,4149.01,0
560,189,132,6,7919.89,5
561,189,393,4,4742.32,0
562,189,67,5,4616.99,0
563,190,51,6,1427.9,0
564,190,202,3,6437.9,30
565,190,140,4,6823.98,0
566,190,512,1,4750.49,0
567,191,519,5,5215.09,20
568,191,133,3,7716.71,30
569,191,103,2,7697.87,15
570,191,108,4,4547.15,0
571,192,172,2,1997.25,30
572,192,153,3,6281.24,0
573,192,38,3,4018.31,0
574,192,363,4,2198.9,20
575,192,124,6,2968.54,0
576,193,134,5,7844.98,30
577,193,116,4,3053.15,15
578,193,502,6,1807.67,5
579,193,509,3,4671.64,30
580,193,269,1,1242.3,0
581,194,205,1,7147.26,20
582,195,127,5,3419.81,5
583,195,153,2,5458.13,5
584,195,391,6,6140.78,30
585,195,503,5,2635.4,20
586,195,115,5,6402.95,30
587,196,238,3,5547.41,0
588,196,242,2,2286.45,30
589,196,338,3,1078.73,0
590,197,162,1,4607.62,0
591,197,413,2,1846.12,30
592,197,202,6,3508.86,0
593,197,298,2,2287.53,30
594,197,378,3,5188.94,0
595,198,334,6,6775.75,0
596,198,494,4,685.9,0
597,198,507,6,2484.29,15
598,199,359,5,704.28,15
599,199,254,4,6870.69,0
600,200,162,1,1585.95,15
601,200,52,4,7935.31,0
602,200,279,5,1675.79,0
603,200,528,4,7130.31,30
604,201,534,5,230.92,10
605,202,280,1,5763.15,0
606,202,273,3,3945.6,30
607,203,198,5,7374.5,0
608,203,358,1,6417.6,20
609,203,286,5,5017.37,0
610,204,160,3,7630.62,5
611,204,252,5,4072.1,0
612,205,92,3,396.91,5
613,206,470,1,6978.13,20
614,206,379,3,7042.44,0
615,206,406,4,6674.14,15
616,207,291,1,7695.95,5
617,207,427,3,6365.07,0
618,207,167,2,4599.97,0
619,208,86,2,3125.9,0
620,208,456,5,6682.28,10
621,208,253,4,5793.86,0
622,208,303,4,6352.14,0
623,209,453,5,2924.02,20
624,210,346,1,6124.1,0
625,210,137,6,7309.78,0
626,211,110,4,4165.3,15
627,211,500,4,6657.01,15
628,211,347,3,1824.82,5
629,212,402,5,7528.95,0
630,212,369,3,5603.48,15
631,212,13,5,5209.7,0
632,212,144,6,3840.21,0
633,213,61,2,4720.68,0
634,213,338,6,5238.24,0
635,213,182,5,4900.07,0
636,213,312,3,154.03,0
637,213,183,2,7695.67,20
638,214,195,3,7255.54,0
639,214,124,6,3656.77,0
640,214,292,2,7227.15,10
641,214,173,6,4984.34,20
642,214,423,4,2448.63,0
643,215,151,6,7106.63,15
644,215,475,5,7313.81,10
645,215,192,3,4656.04,15
646,215,128,2,5782.65,0
647,215,254,1,586.93,15
648,216,223,3,7034.8,0
649,216,105,2,4390.84,0
650,217,152,4,3205.22,0
651,217,258,6,6264.83,0
652,218,321,3,4341.48,30
653,218,253,1,3845.29,0
654,219,138,4,7288.44,20
655,219,203,6,3811.15,0
656,219,549,5,7175.95,30
657,220,138,6,6368.58,0
658,220,77,1,1827.44,0
659,220,41,3,247.49,30
660,220,460,2,3749.42,0
661,221,284,3,611.38,5
662,221,188,5,7984.9,20
663,221,443,6,5705.66,5
664,222,327,5,7271.9,5
665,222,190,6,6238.82,30
666,222,225,5,4176.19,30
667,222,106,6,2266.16,5
668,222,174,3,3707.21,5
669,223,534,5,4672.62,0
670,224,437,6,1577.98,0
671,225,327,3,5787.33,15
672,225,256,1,7868.9,0
673,226,491,5,4665.16,20
674,226,384,2,3702.94,20
675,226,7,6,1089.44,0
676,226,305,2,190.73,15
677,227,368,6,7211.78,15
678,227,75,3,6555.34,5
679,227,264,6,2686.51,0
680,227,287,3,4696.5,5
681,227,285,6,966.9,0
682,228,421,4,947.31,5
683,229,235,3,2089.29,30
684,229,412,2,7380.47,0
685,229,365,2,1161.03,30
686,229,11,5,3782.36,0
687,230,177,6,985.09,0
688,230,222,4,6360.37,5
689,231,315,2,1048.04,0
690,231,454,4,7589.13,20
691,231,328,2,4034.55,5
692,232,90,3,7636.37,5
693,233,17,5,1379.59,5
694,234,443,6,6273.61,10
695,235,28,2,4307.12,0
696,236,428,5,5750.58,0
697,236,305,1,4056.32,10
698,237,259,1,3637.14,0
699,238,269,5,6361.07,5
700,238,433,2,2324.24,30
701,238,65,1,1114.04,0
702,238,435,3,2559.96,30
703,238,482,3,1718.95,10
704,239,107,4,6979.23,0
705,239,45,3,115.36,0
706,240,114,2,2738.27,30
707,240,205,5,473.87,30
708,240,125,2,1110.44,5
709,241,366,4,6270.72,30
710,241,434,6,6807.04,30
711,241,476,4,5910.84,15
712,241,134,1,3895.03,0
713,241,88,2,4891.12,0
714,242,229,5,406.8,15
715,242,468,1,2620.77,20
716,242,165,5,767.51,30
717,242,43,6,996.41,0
718,242,285,4,4672.04,20
719,243,42,3,6458.38,15
720,243,254,5,4592.95,15
721,243,110,2,5790.31,0
722,244,286,2,3639.66,15
723,244,314,3,3343.57,15
724,244,196,4,166.62,0
725,245,77,5,1568.7,15
726,245,364,3,2851.12,15
727,245,202,2,2209.14,0
728,245,470,4,7355.32,20
729,246,480,6,5866.35,0
730,246,516,1,3698.7,0
731,246,539,6,7411.98,0
732,246,169,5,6102.53,0
733,247,178,3,5535.85,15
734,248,16,6,4460.42,20
735,248,287,4,3405.66,10
736,248,98,2,1096.06,10
737,248,24,3,7693.4,0
738,249,425,1,7839.33,30
739,249,482,4,1924.35,0
740,249,85,3,471.35,10
741,250,230,2,6736.85,20
742,250,30,5,4947.16,30
743,250,475,6,4845.68,0
744,251,59,2,898.7,30
745,251,268,4,7038.97,0
746,252,414,-4,6855.08,0
747,252,165,1,5472.69,0
748,252,291,1,6165.65,10
749,253,140,1,7386.38,20
750,253,254,3,6318.42,0
751,254,377,1,2012.06,30
752,254,83,3,6758.72,15
753,254,487,4,3805.07,0
754,254,59,6,3101.55,15
755,255,159,2,6590.79,10
756,256,69,1,7369.24,0
757,257,29,1,2057.99,20
758,257,389,6,516.79,0
759,258,132,6,1395.21,20
760,258,181,4,7575.23,15
761,258,78,2,5391.22,15
762,259,123,6,6139.14,10
763,259,127,3,3363.39,0
764,259,420,5,6633.55,15
765,259,112,2,6214.43,15
766,260,158,1,2230.72,10
767,260,412,1,1612.88,5
768,260,543,3,4785.98,15
769,260,131,5,1729.41,15
770,260,378,6,4191.19,15
771,261,508,3,4026.89,0
772,262,462,2,2315.94,30
773,262,217,4,2099.58,10
774,262,370,5,6375.16,5
775,262,266,1,2330.26,0
776,262,302,1,3153.6,0
777,263,305,3,6438.38,30
778,263,445,4,6302.74,15
779,263,129,6,5260.47,20
780,263,469,1,1203.74,0
781,264,25,3,7824.33,5
782,264,480,5,831.38,20
783,264,161,1,7933.97,5
784,265,259,1,1232.26,0
785,265,480,3,7152.77,0
786,266,304,1,3036.69,5
787,266,207,6,5571.1,10
788,266,128,2,4820.14,10
789,266,404,3,3733.44,15
790,267,249,1,4045.07,10
791,267,438,5,2174.25,10
792,268,363,4,5832.62,30
793,268,468,6,5480.33,0
794,268,520,4,4279.76,0
795,268,119,2,2310.89,0
796,268,178,2,7723.43,20
797,269,488,1,7353.16,10
798,269,397,6,5363.88,0
799,270,399,1,4464.21,5
800,270,345,5,1069.88,0
801,270,376,-3,1173.27,0
802,271,166,5,6365.82,0
803,271,39,4,7209.37,30
804,271,489,4,1542.23,5
805,271,299,3,1814.48,5
806,271,347,6,3708.77,0
807,272,533,1,2823.23,0
808,272,222,1,111.18,30
809,272,429,2,1630.31,10
810,272,192,6,7655.66,20
811,273,222,3,3863.58,0
812,273,509,1,133.98,5
813,273,70,1,1853.65,15
814,274,488,5,1940.22,30
815,275,108,5,1622.88,10
816,275,134,1,4185.83,0
817,276,465,5,7171.46,0
818,276,383,5,4398.47,0
819,277,61,4,317.4,30
820,278,161,1,6777.63,10
821,279,185,5,398.64,5
822,279,252,2,2690.03,30
823,279,332,3,2950.15,0
824,280,172,1,4451.31,0
825,280,202,4,7099.32,10
826,281,477,-3,7642.47,10
827,282,227,1,4154.57,20
828,283,358,3,2770.87,0
829,283,529,5,6049.15,10
830,283,497,3,4987.04,30
831,283,333,2,3187.53,10
832,284,132,4,924.63,0
833,284,457,3,1161.23,10
834,284,183,2,2236.08,15
835,284,514,1,5541.32,20
836,285,109,4,1627.69,10
837,285,499,5,6880.68,10
838,286,436,6,3083.51,10
839,287,453,5,4521.98,20
840,288,524,3,7666.12,0
841,288,369,1,6507.27,20
842,288,546,4,7828.86,10
843,288,323,1,5036.03,30
844,288,458,5,2604.55,30
845,289,54,5,6763.73,20
846,289,75,6,5438.73,0
847,289,164,3,7893.87,30
848,289,286,-5,3579.13,10
849,290,495,6,3172.93,0
850,291,458,6,1202.54,0
851,291,383,2,7593.54,0
852,291,404,4,7714.81,30
853,291,183,1,3176.2,30
854,291,443,2,1318.96,5
855,292,28,5,3716.89,15
856,293,118,2,3168.04,0
857,293,377,1,6297.4,0
858,293,240,3,6508.46,5
859,293,146,4,464.8,5
860,293,313,1,7289.32,0
861,294,416,6,4747.62,15
862,294,347,4,4335.23,30
863,295,29,-1,2251.61,20
864,295,511,1,6318.72,5
865,295,45,4,501.97,10
866,295,437,6,5863.62,30
867,296,291,5,5316.51,20
868,296,202,2,5650.02,20
869,296,397,2,7261.71,30
870,297,309,3,3553.3,0
871,297,7,5,6106.47,30
872,297,333,3,1445.69,15
873,297,262,2,2080.47,30
874,298,429,6,4618.43,0
875,298,213,6,1719.14,5
876,299,537,1,6595.39,5
877,299,164,2,153.1,10
878,299,126,5,6266.47,20
879,299,322,4,3915.52,15
880,299,25,6,5899.3,30
881,300,400,4,6718.82,0
882,300,8,1,6568.46,10
883,300,304,3,3265.31,30
884,300,324,4,6549.73,20
885,301,411,1,1093.21,15
886,301,258,6,3542.74,15
887,301,493,3,657.82,15
888,301,404,1,5023.32,30
889,302,138,3,2279.4,0
890,302,514,1,5526.82,15
891,302,500,6,7134.25,0
892,302,148,5,3792.56,5
893,302,480,6,6302.46,10
894,303,64,4,1203.57,20
895,304,208,1,539.32,0
896,304,39,5,7998.61,5
897,304,252,2,7185.02,0
898,304,167,1,4115.65,0
899,305,363,3,4035.41,15
900,305,258,2,2908.29,20
901,305,514,1,2284.19,20
902,305,545,5,2098.32,30
903,306,217,6,5729.69,0
904,306,325,6,2857.87,20
905,306,75,4,3513.01,5
906,306,464,6,6482.29,15
907,306,205,6,4343.87,10
908,307,476,6,1212.85,20
909,308,126,5,4706.92,0
910,309,133,6,5659.08,0
911,309,271,5,6433.49,10
912,309,435,2,6894.05,0
913,309,314,4,3714.84,20
914,310,50,6,6552.28,30
915,310,93,1,559.21,15
916,310,5,6,6924.61,0
917,310,135,2,5317.23,0
918,311,132,1,6433.05,0
919,312,43,3,5812.7,20
920,312,281,6,381.65,20
921,312,361,3,1814.82,5
922,312,392,5,5457.1,0
923,312,176,5,1590.02,0
924,313,132,-3,523.87,30
925,313,331,3,6855.5,10
926,313,247,1,7162.35,0
927,313,94,2,4280.83,5
928,314,51,-3,7642.63,5
929,314,500,6,7539.12,0
930,314,287,5,7067.57,30
931,315,144,3,2488.01,5
932,316,25,-5,3925.31,0
933,317,337,2,3962.81,5
