order_id,customer_id,order_date,status,region_code
271,10,2024-09-12 15:26:21,SHIPPED,SOUTH
272,174,2024-11-18 19:44:53,DELIVERED,CENTRAL
273,579,2024-08-03 03:52:08,DELIVERED,EAST
274,110,2025-12-20 16:48:21,DELIVERED,NORTH
275,496,2024-11-10 04:13:08,DELIVERED,NORTH
276,552,2025-11-02 06:06:02,DELIVERED,NORTH
277,200,2024-02-22 00:48:06,CANCELLED,SOUTH
278,155,2024-10-01 02:09:54,DELIVERED,CENTRAL
279,129,2026-11-20 07:32:36,DELIVERED,NORTH
280,511,2024-12-06 17:00:46,SHIPPED,CENTRAL
281,354,2025-11-06 14:43:06,DELIVERED,WEST
282,378,2024-07-25 10:07:29,SHIPPED,EAST
283,404,2026-01-11 15:07:24,DELIVERED,EAST
284,327,2024-09-10 13:12:54,DELIVERED,WEST
285,269,2024-01-22 15:43:06,DELIVERED,NORTH
286,290,2025-11-04 23:59:57,PLACED,SOUTH
287,430,2025-03-27 13:46:31,DELIVERED,CENTRAL
288,541,2026-12-12 15:42:38,RETURNED,CENTRAL
289,549,2025-03-09 15:31:14,SHIPPED,NORTH
290,595,2024-09-01 05:24:38,SHIPPED,CENTRAL
291,544,2024-10-17 15:50:29,DELIVERED,WEST
292,397,18-11-2025,DELIVERED,NORTH
293,237,2025-08-02 01:11:35,DELIVERED,SOUTH
294,106,2025-11-16 03:36:43,DELIVERED,CENTRAL
295,354,2026-12-17 01:25:16,RETURNED,CENTRAL
296,547,2025-06-01 18:02:08,DELIVERED,CENTRAL
297,,2026-07-04 13:22:22,PLACED,SOUTH
298,461,2025-10-23 02:55:19,SHIPPED,CENTRAL
299,341,2026-12-19 16:57:26,DELIVERED,CENTRAL
300,,2025-07-13 10:36:06,SHIPPED,SOUTH
301,371,2026-07-20 09:23:27,DELIVERED,NORTH
302,393,2024-06-02 09:36:25,DELIVERED,NORTH
303,418,2024-10-09 02:36:51,DELIVERED,EAST
304,465,2025-09-10 13:42:34,DELIVERED,EAST
305,336,2026-11-06 00:40:45,SHIPPED,WEST
306,591,2026-12-09 20:34:51,DELIVERED,WEST
307,518,2026-02-07 11:29:09,DELIVERED,EAST
308,305,2025-12-03 20:13:54,DELIVERED,SOUTH
309,433,2024-07-04 04:12:01,DELIVERED,WEST
310,321,2025-10-02 06:10:17,DELIVERED,EAST
311,138,2026-12-24 15:50:01,CANCELLED,EAST
312,53,2025-12-22 21:56:05,DELIVERED,SOUTH
313,414,2026-09-04 16:42:53,DELIVERED,CENTRAL
314,75,2024-10-25 10:21:53,DELIVERED,SOUTH
315,171,2024-03-07 08:28:26,DELIVERED,WEST
316,502,2024-06-14 15:43:15,CANCELLED,SOUTH
317,511,01-11-2025,DELIVERED,NORTH
318,566,2026-05-18 12:19:40,DELIVERED,NORTH
319,188,2025-07-13 08:19:05,DELIVERED,EAST
320,129,26-10-2025,CANCELLED,WEST
321,307,2025-11-27 03:52:10,DELIVERED,EAST
322,519,2026-11-15 22:01:48,DELIVERED,WEST
323,107,2024-07-21 09:20:36,SHIPPED,CENTRAL
324,549,2026-11-28 19:43:26,DELIVERED,WEST
325,106,2025-04-19 10:51:18,DELIVERED,SOUTH
326,276,2026-05-01 17:41:39,CANCELLED,WEST
327,503,2024-02-20 13:38:16,RETURNED,SOUTH
328,91,2024-11-14 14:52:43,SHIPPED,SOUTH
329,585,2025-06-16 12:08:27,DELIVERED,EAST
330,146,2025-04-26 04:01:18,SHIPPED,WEST
331,269,2026-11-15 02:00:30,DELIVERED,WEST
332,510,2025-11-24 19:16:04,PLACED,EAST
333,350,2025-12-22 19:45:47,PLACED,CENTRAL
334,229,2025-10-05 17:02:37,SHIPPED,WEST
335,347,2024-03-23 16:27:09,DELIVERED,SOUTH
336,598,2025-11-14 09:57:56,DELIVERED,EAST
337,321,2024-06-16 04:35:54,DELIVERED,WEST
338,120,2024-05-02 15:16:10,DELIVERED,WEST
339,,2025-12-18 15:29:31,DELIVERED,SOUTH
340,78,2024-12-06 05:47:32,DELIVERED,CENTRAL
341,3,2026-11-06 13:58:04,DELIVERED,NORTH
342,22,2025-11-22 03:25:23,RETURNED,EAST
343,66,2025-11-22 15:29:40,DELIVERED,NORTH
344,37,2026-10-15 10:46:46,DELIVERED,SOUTH
345,39,2026-06-26 01:47:04,DELIVERED,NORTH
346,140,2024-12-28 12:05:01,SHIPPED,WEST
347,537,2026-04-10 15:51:27,CANCELLED,CENTRAL
348,476,2024-11-17 06:31:28,DELIVERED,CENTRAL
349,75,2025-11-20 05:27:40,PLACED,EAST
350,483,2024-10-23 04:59:31,DELIVERED,NORTH
351,322,2024-12-16 09:09:08,DELIVERED,SOUTH
352,225,2026-02-03 01:32:06,DELIVERED,WEST
353,412,19-07-2025,DELIVERED,WEST
354,141,2025-02-14 22:19:20,DELIVERED,WEST
355,207,2025-12-28 05:13:11,RETURNED,EAST
356,84,2025-09-01 12:07:00,DELIVERED,WEST
357,531,2026-11-10 19:52:39,DELIVERED,WEST
358,72,2024-03-07 03:52:01,SHIPPED,NORTH
359,462,2024-10-14 20:54:50,PLACED,WEST
360,311,2024-03-05 23:44:28,DELIVERED,WEST
361,156,27-09-2025,DELIVERED,WEST
362,366,2026-10-24 17:18:02,DELIVERED,CENTRAL
363,483,2025-05-02 16:01:27,DELIVERED,EAST
364,309,2025-03-20 20:22:28,PLACED,EAST
365,348,2025-08-17 07:37:58,CANCELLED,WEST
366,223,2026-11-14 21:41:47,DELIVERED,SOUTH
367,215,2026-11-22 15:08:11,DELIVERED,NORTH
368,364,2025-05-18 01:01:22,DELIVERED,SOUTH
369,372,2024-11-11 13:07:39,DELIVERED,WEST
370,254,2025-11-25 17:17:57,DELIVERED,CENTRAL
371,83,2026-02-15 14:53:48,SHIPPED,CENTRAL
372,83,2026-01-04 05:40:07,CANCELLED,SOUTH
373,505,2025-11-16 23:55:06,DELIVERED,SOUTH
374,156,2025-12-25 00:15:53,DELIVERED,CENTRAL
375,208,2025-11-14 11:40:42,DELIVERED,CENTRAL
376,180,2024-11-14 13:57:29,DELIVERED,EAST
377,326,2024-11-23 16:04:05,DELIVERED,SOUTH
378,289,2024-10-21 04:57:36,DELIVERED,CENTRAL
379,310,2025-12-23 17:55:19,DELIVERED,EAST
380,,2025-12-20 04:44:25,SHIPPED,CENTRAL
381,443,2026-08-12 20:25:49,DELIVERED,NORTH
382,286,2026-11-05 16:34:18,DELIVERED,EAST
383,542,2026-04-01 17:37:16,DELIVERED,WEST
384,86,2026-02-12 08:40:32,PLACED,NORTH
385,416,2026-01-11 07:51:47,DELIVERED,CENTRAL
386,185,2025-06-22 22:36:43,DELIVERED,SOUTH
387,379,2026-04-25 11:29:06,DELIVERED,WEST
388,51,2025-12-16 06:28:04,DELIVERED,CENTRAL
389,556,2025-12-19 15:40:27,DELIVERED,WEST
390,309,2024-03-05 15:45:29,DELIVERED,CENTRAL
391,166,2025-08-24 05:35:23,SHIPPED,WEST
392,269,2026-06-17 04:07:23,DELIVERED,EAST
393,569,2024-03-19 13:03:59,CANCELLED,SOUTH
394,527,2025-01-18 11:04:55,DELIVERED,EAST
395,252,2025-08-24 19:08:48,DELIVERED,WEST
396,120,2026-06-26 19:42:39,SHIPPED,WEST
397,39,2026-12-24 08:41:05,DELIVERED,CENTRAL
398,550,2026-06-21 03:41:35,RETURNED,CENTRAL
399,44,25-09-2026,DELIVERED,CENTRAL
400,15,2025-11-08 22:53:56,PLACED,CENTRAL
401,296,2026-02-28 00:21:27,PLACED,CENTRAL
402,204,2024-03-04 17:10:18,DELIVERED,NORTH
403,302,2026-04-20 10:11:01,DELIVERED,NORTH
404,307,2025-05-27 03:03:12,DELIVERED,SOUTH
405,537,2026-07-04 08:03:20,DELIVERED,WEST
406,,2026-05-01 08:35:37,SHIPPED,CENTRAL
407,99,2025-09-15 02:54:40,DELIVERED,SOUTH
408,132,14-09-2024,DELIVERED,CENTRAL
409,132,2024-02-16 08:38:16,DELIVERED,EAST
410,166,2026-12-10 01:10:47,PLACED,NORTH
411,96,2024-11-09 13:13:39,DELIVERED,EAST
412,537,2026-08-08 21:20:21,RETURNED,EAST
413,,2026-03-01 19:30:00,DELIVERED,WEST
414,499,2026-09-13 17:05:50,DELIVERED,CENTRAL
415,,2026-08-04 11:52:24,DELIVERED,SOUTH
416,584,2026-12-04 14:23:59,PLACED,NORTH
417,485,2026-07-03 19:40:19,SHIPPED,WEST
418,31,23-09-2025,RETURNED,WEST
419,214,2026-09-06 17:12:42,DELIVERED,CENTRAL
420,53,2026-03-03 04:16:59,SHIPPED,CENTRAL
421,212,2024-12-01 22:43:34,DELIVERED,WEST
422,,2025-10-21 01:54:20,RETURNED,EAST
423,379,2025-09-17 01:56:46,DELIVERED,WEST
424,238,2024-07-11 02:56:36,RETURNED,SOUTH
425,312,2024-12-07 05:21:19,DELIVERED,NORTH
426,583,2024-10-21 10:53:16,DELIVERED,EAST
427,589,2025-09-08 02:49:38,DELIVERED,WEST
428,70,2024-12-13 10:56:54,DELIVERED,NORTH
429,325,2024-06-21 13:04:06,DELIVERED,EAST
430,296,2024-10-14 07:55:38,DELIVERED,WEST
431,573,2025-12-20 03:21:41,DELIVERED,WEST
432,424,2024-03-01 19:45:04,DELIVERED,CENTRAL
433,375,2025-07-16 23:39:28,SHIPPED,NORTH
434,235,2026-08-21 11:19:37,DELIVERED,SOUTH
435,435,2025-06-01 16:37:42,PLACED,CENTRAL
436,404,2024-08-07 06:40:58,PLACED,SOUTH
437,497,2026-12-20 22:21:54,RETURNED,CENTRAL
438,250,2024-03-26 01:31:14,DELIVERED,SOUTH
439,167,2024-08-25 10:51:47,DELIVERED,NORTH
440,59,2025-01-04 04:18:28,DELIVERED,EAST
441,,2024-04-10 05:14:56,SHIPPED,CENTRAL
442,151,2024-04-09 03:01:53,DELIVERED,NORTH
443,164,2025-08-12 11:42:10,RETURNED,CENTRAL
444,508,2024-03-05 06:12:34,DELIVERED,CENTRAL
445,453,2024-12-25 19:37:12,DELIVERED,SOUTH
446,44,2026-11-28 04:54:32,CANCELLED,SOUTH
447,562,2025-11-20 02:10:32,CANCELLED,CENTRAL
448,380,2025-04-23 11:33:44,RETURNED,WEST
449,295,2026-12-19 20:02:13,SHIPPED,SOUTH
450,232,2025-12-19 05:59:53,DELIVERED,SOUTH
451,225,2025-09-08 18:02:29,DELIVERED,WEST
452,303,2025-11-11 08:24:01,SHIPPED,NORTH
453,67,2025-12-17 17:41:05,CANCELLED,NORTH
454,263,2024-09-11 06:43:21,DELIVERED,EAST
455,436,2024-12-25 22:47:34,PLACED,EAST
456,256,27-12-2025,DELIVERED,SOUTH
457,180,2024-11-07 15:14:33,DELIVERED,WEST
458,342,2025-11-11 06:27:49,DELIVERED,WEST
459,404,19-07-2024,DELIVERED,EAST
460,310,2025-11-13 22:34:19,PLACED,NORTH
461,123,2025-09-26 19:58:38,DELIVERED,WEST
462,287,2024-09-07 15:06:21,DELIVERED,EAST
463,83,02-09-2026,SHIPPED,WEST
464,184,2025-10-03 14:03:23,SHIPPED,WEST
465,86,2024-09-16 23:04:24,CANCELLED,SOUTH
466,234,2025-11-22 15:10:38,DELIVERED,SOUTH
467,489,2025-06-01 04:28:04,DELIVERED,SOUTH
468,412,2025-08-19 01:47:05,CANCELLED,WEST
469,508,2025-07-27 05:26:15,DELIVERED,WEST
470,471,2024-11-04 12:44:02,CANCELLED,EAST
471,395,2025-10-03 22:46:46,CANCELLED,WEST
472,401,2024-12-03 03:32:49,DELIVERED,SOUTH
473,373,2024-08-03 20:44:43,DELIVERED,WEST
474,292,2024-01-04 22:58:08,DELIVERED,WEST
475,67,2026-10-23 14:08:30,DELIVERED,SOUTH
476,437,2024-04-04 17:47:25,DELIVERED,NORTH
477,123,2025-07-07 22:02:57,SHIPPED,NORTH
478,584,2026-10-23 21:57:06,DELIVERED,NORTH
479,39,2025-11-08 11:58:15,PLACED,NORTH
480,252,2024-11-03 07:56:06,DELIVERED,SOUTH
481,38,2025-09-27 10:20:35,DELIVERED,CENTRAL
482,313,04-05-2024,DELIVERED,NORTH
483,340,2024-02-27 08:41:39,PLACED,SOUTH
484,548,2026-09-04 22:34:50,CANCELLED,SOUTH
485,79,2026-06-21 22:24:43,DELIVERED,SOUTH
486,453,2026-06-28 21:30:04,DELIVERED,CENTRAL
487,376,2026-11-17 18:45:00,DELIVERED,NORTH
