product_id,product_name,category,subcategory,cost_price
85,Spring Non-Fiction,Books,Non-Fiction,12038.76
86,BOARD KID,Clothing,Kids,5631.06
87,Wall Mobile,Electronics,Mobiles,11470.44
88,Painting Bedding,Home,Bedding,2295.49
89,Represent Fiction,Books,Fiction,3408.37
90,Several Academic,Books,Academic,6281.96
91,Business Academic,Books,Academic,14918.43
92,drive furniture,Home,Furniture,12603.73
93,Sit Furniture,Home,Furniture,4374.5
94,Mr Non-Fiction,Books,Non-Fiction,7089.74
95,  Able Mobile  ,Electronics,Mobiles,2327.84
96,Another Fiction,Books,Fiction,3640.84
97,Town Mobile,Electronics,Mobiles,9620.38
98,Travel Fiction,Books,Fiction,13586.69
99,Actually Laptop,Electronics,Laptops,4439.95
100,Election Accessorie,Electronics,Accessories,6306.86
101,ANY ACCESSORIE,Electronics,Accessories,7659.18
102,Marriage Camera,Electronics,Cameras,748.66
103,Himself Academic,Books,Academic,342.01
104,Identify Accessorie,Electronics,Accessories,9890.86
105,Wife Accessorie,Electronics,Accessories,5349.26
106,Citizen Furniture,Home,Furniture,10301.77
107,Country Non-Fiction,Books,Non-Fiction,1040.2
108,Word Fiction,Books,Fiction,752.71
109,Toward Men,Clothing,Men,4720.13
110,Also Comic,Books,Comics,11324.03
111,On Kid,Clothing,Kids,11734.54
112,Suggest Decor,Home,Decor,5583.49
113,White Comic,Books,Comics,5861.01
114,Send Footwear,Clothing,Footwear,5573.47
115,Sit Kitchen,Home,Kitchen,1276.01
116,Reality Kid,Clothing,Kids,1293.03
117,Kind Decor,Home,Decor,10793.18
118,Door Footwear,Clothing,Footwear,731.09
119,Fund Bedding,Home,Bedding,14702.41
120,Energy Mobile,Electronics,Mobiles,6152.53
121,Keep Men,Clothing,Men,9152.84
122,Whole Fiction,Books,Fiction,3616.33
123,Service Decor,Home,Decor,8551.95
124,Front Footwear,Clothing,Footwear,5643.0
125,Experience Laptop,Electronics,Laptops,6030.71
126,That Furniture,Home,Furniture,486.11
127,Bank Footwear,Clothing,Footwear,13711.78
128,Owner Accessorie,Electronics,Accessories,10590.16
129,Hotel Kid,Clothing,Kids,14979.57
130,Call Men,Clothing,Men,1203.38
131,Morning Footwear,Clothing,Footwear,12176.65
132,Report Decor,Home,Decor,8294.96
133,Week Decor,Home,Decor,10705.96
134,Area Kid,Clothing,Kids,1908.3
135,Country Women,Clothing,Women,7460.93
136,Dog Decor,Home,Decor,14746.88
137,  Summer Men  ,Clothing,Men,10782.31
138,Name Comic,Books,Comics,12367.76
139,Any Laptop,Electronics,Laptops,9670.84
140,Institution Comic,Books,Comics,5233.27
141,Authority Women,Clothing,Women,13669.61
142,Understand Mobile,Electronics,Mobiles,4631.46
143,Make Kid,Clothing,Kids,3459.51
144,Tree Kitchen,Home,Kitchen,9562.35
145,Fear Furniture,Home,Furniture,9254.98
146,Staff Laptop,Electronics,Laptops,8751.63
147,Through Kid,Clothing,Kids,8497.91
148,FOREIGN MOBILE,Electronics,Mobiles,8693.89
149,Generation Footwear,Clothing,Footwear,551.26
150,Before Decor,Home,Decor,12089.85
151,On Academic,Books,Academic,10360.34
152,Loss Footwear,Clothing,Footwear,7020.19
153,Across Furniture,Home,Furniture,10803.61
154,Home Bedding,Home,Bedding,5621.05
155,Deep Accessorie,Electronics,Accessories,1925.58
156,Film Non-Fiction,Books,Non-Fiction,854.02
157,Organization Comic,Books,Comics,12993.08
158,Still Kid,Clothing,Kids,10844.81
159,Fly Women,Clothing,Women,7769.4
160,Sister Academic,Books,Academic,1441.73
161,Prevent Comic,Books,Comics,3305.65
162,EIGHT KITCHEN,Home,Kitchen,13246.86
163,Majority Academic,Books,Academic,12722.87
164,Home Non-Fiction,Books,Non-Fiction,10939.87
165,  Perhaps Academic  ,Books,Academic,8471.07
166,MINUTE DECOR,Home,Decor,11489.62
167,Spring Kitchen,Home,Kitchen,1540.55
168,Stand Decor,Home,Decor,5547.53
169,Deal Women,Clothing,Women,6080.67
170,significant mobile,Electronics,Mobiles,12079.09
171,Wear Non-Fiction,Books,Non-Fiction,7781.04
172,Office Decor,Home,Decor,14860.17
173,Soon Decor,Home,Decor,7694.74
174,Style Academic,Books,Academic,347.89
175,Else Kitchen,Home,Kitchen,8797.16
176,City Camera,Electronics,Cameras,9868.31
177,According Men,Clothing,Men,2640.63
178,Work Non-Fiction,Books,Non-Fiction,3708.73
179,  It Laptop  ,Electronics,Laptops,2356.33
180,Agent Footwear,Clothing,Footwear,9211.02
181,Early Fiction,Books,Fiction,7828.38
182,Number Bedding,Home,Bedding,4774.91
183,Half Footwear,Clothing,Footwear,5200.67
184,Provide Decor,Home,Decor,2964.74
185,Those Kid,Clothing,Kids,3450.52
186,Rule Decor,Home,Decor,10384.57
187,Understand Academic,Books,Academic,8451.27
188,Act Decor,Home,Decor,10181.67
189,Government Comic,Books,Comics,14323.67
190,ability kid,Clothing,Kids,1277.54
191,Song Academic,Books,Academic,3288.4
192,Really Decor,Home,Decor,9273.59
193,however women,Clothing,Women,3462.51
194,Time Men,Clothing,Men,5021.37
195,Sing Fiction,Books,Fiction,2148.26
196,Short Footwear,Clothing,Footwear,13221.65
197,Food Comic,Books,Comics,11363.07
198,Body Decor,Home,Decor,981.52
199,Describe Laptop,Electronics,Laptops,10874.45
200,Next Laptop,Electronics,Laptops,12580.31
201,Economy Camera,Electronics,Cameras,2876.04
202,KIND KITCHEN,Home,Kitchen,1698.78
203,Million Decor,Home,Decor,9655.55
204,As Non-Fiction,Books,Non-Fiction,7073.51
205,Change Men,Clothing,Men,10993.68
206,  Seek Furniture  ,Home,Furniture,4495.86
207,Far Women,Clothing,Women,9617.01
208,Better Comic,Books,Comics,1392.39
209,Animal Laptop,Electronics,Laptops,7214.07
210,Will Men,Clothing,Men,3609.27
211,Each Decor,Home,Decor,10870.95
212,Watch Accessorie,Electronics,Accessories,10422.25
213,Through Mobile,Electronics,Mobiles,2479.78
214,Nature Kitchen,Home,Kitchen,14115.47
215,Itself Furniture,Home,Furniture,2090.17
216,School Footwear,Clothing,Footwear,9125.51
217,War Comic,Books,Comics,12049.73
218,Hotel Women,Clothing,Women,8977.64
219,Low Camera,Electronics,Cameras,5490.59
220,Small Mobile,Electronics,Mobiles,13553.03
221,Become Women,Clothing,Women,12831.84
222,Partner Fiction,Books,Fiction,10782.08
223,Beyond Fiction,Books,Fiction,6737.69
224,Mouth Camera,Electronics,Cameras,6289.83
225,Cell Camera,Electronics,Cameras,4691.73
226,Public Camera,Electronics,Cameras,144.93
227,  Ten Men  ,Clothing,Men,1050.02
228,Indeed Mobile,Electronics,Mobiles,7133.86
229,Bad Bedding,Home,Bedding,2117.89
230,Person Academic,Books,Academic,5798.95
231,out comic,Books,Comics,13130.85
232,Assume Kid,Clothing,Kids,14893.42
233,Learn Non-Fiction,Books,Non-Fiction,3418.08
234,Recognize Mobile,Electronics,Mobiles,6998.76
235,Case Comic,Books,Comics,3787.93
236,Economic Furniture,Home,Furniture,14067.41
237,Film Mobile,Electronics,Mobiles,6346.68
238,Every Laptop,Electronics,Laptops,1603.36
239,Today Camera,Electronics,Cameras,10578.97
240,Forward Laptop,Electronics,Laptops,6093.75
241,With Women,Clothing,Women,11663.35
242,Suddenly Kid,Clothing,Kids,13754.32
243,Increase Decor,Home,Decor,13156.25
244,School Footwear,Clothing,Footwear,1008.27
245,Theory Footwear,Clothing,Footwear,798.57
246,Simply Bedding,Home,Bedding,4849.14
247,General Comic,Books,Comics,5709.26
248,Friend Non-Fiction,Books,Non-Fiction,4580.97
249,Local Footwear,Clothing,Footwear,8479.55
250,Expert Non-Fiction,Books,Non-Fiction,3899.44
251,East Kitchen,Home,Kitchen,12722.29
252,  Bad Laptop  ,Electronics,Laptops,9114.04
253,Yet Mobile,Electronics,Mobiles,11449.28
254,Degree Footwear,Clothing,Footwear,13614.79
255,Century Kitchen,Home,Kitchen,2931.35
256,State Camera,Electronics,Cameras,10464.83
257,Speech Footwear,Clothing,Footwear,8325.98
258,Pattern Bedding,Home,Bedding,9765.95
259,Boy Decor,Home,Decor,13253.9
260,Clearly Fiction,Books,Fiction,10863.96
261,Born Furniture,Home,Furniture,6267.56
262,COMMUNITY WOMEN,Clothing,Women,8802.08
263,Listen Academic,Books,Academic,5014.99
264,Man Non-Fiction,Books,Non-Fiction,9853.66
265,Former Decor,Home,Decor,7380.45
266,Investment Comic,Books,Comics,11945.14
267,Camera Women,Clothing,Women,7375.91
268,North Mobile,Electronics,Mobiles,1207.52
269,Help Mobile,Electronics,Mobiles,12653.92
270,Speech Men,Clothing,Men,236.21
271,DESPITE ACADEMIC,Books,Academic,14015.17
272,LIVE COMIC,Books,Comics,6228.94
273,Foot Accessorie,Electronics,Accessories,4371.66
274,Major Non-Fiction,Books,Non-Fiction,1535.08
275,Evidence Women,Clothing,Women,7944.19
276,Together Decor,Home,Decor,1277.39
277,Call Comic,Books,Comics,14854.47
278,Believe Kid,Clothing,Kids,12733.22
279,Coach Mobile,Electronics,Mobiles,5719.83
280,Surface Fiction,Books,Fiction,10572.39
281,Rich Camera,Electronics,Cameras,9709.12
282,Fly Kitchen,Home,Kitchen,13795.37
283,The Women,Clothing,Women,10415.09
284,  Sea Academic  ,Books,Academic,13891.21
285,Same Laptop,Electronics,Laptops,4785.82
286,Player Women,Clothing,Women,10719.4
287,Amount Fiction,Books,Fiction,8502.98
288,Dinner Academic,Books,Academic,11122.2
289,THING ACCESSORIE,Electronics,Accessories,12596.25
290,Tough Bedding,Home,Bedding,4963.01
291,Generation Bedding,Home,Bedding,5401.59
292,Choose Comic,Books,Comics,8829.54
293,Benefit Fiction,Books,Fiction,4501.15
294,  Seek Men  ,Clothing,Men,10703.99
295,Energy Footwear,Clothing,Footwear,1687.61
296,Heart Accessorie,Electronics,Accessories,11444.06
297,INDIVIDUAL LAPTOP,Electronics,Laptops,8399.08
298,  Must Fiction  ,Books,Fiction,1486.66
299,APPEAR BEDDING,Home,Bedding,11709.62
300,Research Women,Clothing,Women,2625.58
301,Firm Decor,Home,Decor,2274.43
302,Ever Footwear,Clothing,Footwear,4566.31
303,Ten Accessorie,Electronics,Accessories,3774.19
304,Contain Non-Fiction,Books,Non-Fiction,2118.79
305,Allow Camera,Electronics,Cameras,9340.86
306,Interview Bedding,Home,Bedding,12250.58
307,Top Kid,Clothing,Kids,14214.46
308,Local Footwear,Clothing,Footwear,14472.16
309,Only Decor,Home,Decor,9530.25
310,Smile Kid,Clothing,Kids,12265.77
311,Oil Academic,Books,Academic,8501.37
312,Enjoy Men,Clothing,Men,6978.17
313,Between Footwear,Clothing,Footwear,12486.1
314,Maintain Camera,Electronics,Cameras,2173.77
315,Blue Furniture,Home,Furniture,2396.73
316,summer comic,Books,Comics,7240.6
317,Student Comic,Books,Comics,11881.74
318,Challenge Kitchen,Home,Kitchen,3798.64
319,Campaign Furniture,Home,Furniture,760.02
320,Actually Academic,Books,Academic,6513.79
321,Assume Mobile,Electronics,Mobiles,7709.08
322,Then Footwear,Clothing,Footwear,6999.64
323,Statement Kid,Clothing,Kids,7293.29
324,Doctor Bedding,Home,Bedding,1379.24
325,Case Kid,Clothing,Kids,6884.46
326,Decade Footwear,Clothing,Footwear,1554.58
327,  Than Academic  ,Books,Academic,10690.61
328,Institution Accessorie,Electronics,Accessories,10189.38
329,Hotel Women,Clothing,Women,8323.46
330,Rich Bedding,Home,Bedding,3554.65
331,Professor Non-Fiction,Books,Non-Fiction,9893.89
332,Writer Fiction,Books,Fiction,13258.15
333,Quite Comic,Books,Comics,10600.56
334,Become Kid,Clothing,Kids,12150.07
335,Pass Mobile,Electronics,Mobiles,8099.65
336,Peace Decor,Home,Decor,1797.93
337,Event Academic,Books,Academic,9208.5
338,Whose Accessorie,Electronics,Accessories,6922.12
339,Tax Kid,Clothing,Kids,8893.51
340,Bad Kid,Clothing,Kids,4650.16
341,Age Kid,Clothing,Kids,7711.29
342,Attention Non-Fiction,Books,Non-Fiction,6403.28
343,Decade Non-Fiction,Books,Non-Fiction,7395.67
344,Weight Women,Clothing,Women,6819.91
345,Race Accessorie,Electronics,Accessories,7320.67
346,Life Footwear,Clothing,Footwear,7631.03
347,Table Comic,Books,Comics,6292.89
348,Career Comic,Books,Comics,8524.43
349,  Best Kid  ,Clothing,Kids,4401.19
350,West Comic,Books,Comics,1786.84
351,Throw Accessorie,Electronics,Accessories,12366.91
352,Themselves Kitchen,Home,Kitchen,6676.36
353,Table Footwear,Clothing,Footwear,12468.05
354,Glass Kid,Clothing,Kids,580.23
355,Can Decor,Home,Decor,1396.05
356,And Laptop,Electronics,Laptops,11090.43
357,Year Bedding,Home,Bedding,2174.6
358,Main Women,Clothing,Women,8594.11
359,Apply Furniture,Home,Furniture,10590.4
360,Concern Decor,Home,Decor,7764.78
361,Window Laptop,Electronics,Laptops,11806.8
362,Painting Accessorie,Electronics,Accessories,1990.63
363,Lead Women,Clothing,Women,4899.24
364,Term Footwear,Clothing,Footwear,8703.64
365,Shake Bedding,Home,Bedding,1225.19
366,Indicate Camera,Electronics,Cameras,4245.56
367,Model Bedding,Home,Bedding,4976.61
368,All Mobile,Electronics,Mobiles,6930.89
369,Idea Kitchen,Home,Kitchen,6025.97
370,Result Non-Fiction,Books,Non-Fiction,4910.69
371,Last Decor,Home,Decor,2045.85
372,Consider Academic,Books,Academic,11457.58
373,Health Mobile,Electronics,Mobiles,12566.86
374,Difficult Mobile,Electronics,Mobiles,2453.95
375,When Fiction,Books,Fiction,6474.21
376,Culture Kid,Clothing,Kids,13997.61
377,Face Kitchen,Home,Kitchen,3830.8
378,FAR FURNITURE,Home,Furniture,10917.23
379,Like Footwear,Clothing,Footwear,10585.1
380,Use Laptop,Electronics,Laptops,2077.23
381,CHURCH FOOTWEAR,Clothing,Footwear,12274.92
382,Already Non-Fiction,Books,Non-Fiction,3511.31
383,Positive Mobile,Electronics,Mobiles,5576.67
384,President Furniture,Home,Furniture,12219.18
385,PRACTICE WOMEN,Clothing,Women,9193.76
386,Else Footwear,Clothing,Footwear,3274.53
387,Radio Footwear,Clothing,Footwear,6691.52
388,Find Men,Clothing,Men,2186.2
389,Moment Camera,Electronics,Cameras,6497.89
390,Its Women,Clothing,Women,1355.31
391,Us Kitchen,Home,Kitchen,9910.24
392,Oil Furniture,Home,Furniture,7691.89
393,Measure Academic,Books,Academic,11778.64
394,Ask Footwear,Clothing,Footwear,3692.12
395,Begin Mobile,Electronics,Mobiles,14015.47
396,Far Footwear,Clothing,Footwear,8568.87
397,Identify Furniture,Home,Furniture,14321.35
398,Certain Mobile,Electronics,Mobiles,305.52
399,Kind Men,Clothing,Men,14235.33
400,Decision Academic,Books,Academic,7565.63
401,Question Comic,Books,Comics,1328.17
402,  Usually Kid  ,Clothing,Kids,13821.78
403,Subject Kid,Clothing,Kids,9550.98
404,Never Accessorie,Electronics,Accessories,10976.38
405,Enjoy Men,Clothing,Men,13876.95
406,Professor Camera,Electronics,Cameras,919.93
407,  Suffer Men  ,Clothing,Men,269.12
408,Of Academic,Books,Academic,11766.51
409,Study Furniture,Home,Furniture,11271.67
410,After Kitchen,Home,Kitchen,537.41
411,Idea Academic,Books,Academic,4017.95
412,Station Camera,Electronics,Cameras,5465.85
413,Sell Non-Fiction,Books,Non-Fiction,3901.23
414,Her Mobile,Electronics,Mobiles,7681.49
415,Media Mobile,Electronics,Mobiles,7129.29
416,Off Non-Fiction,Books,Non-Fiction,14409.1
417,Station Camera,Electronics,Cameras,3799.12
418,Memory Decor,Home,Decor,8615.89
419,Guy Mobile,Electronics,Mobiles,12084.64
420,WHILE CAMERA,Electronics,Cameras,4306.37
421,OTHERS DECOR,Home,Decor,5596.9
422,Morning Decor,Home,Decor,3714.5
423,Fund Bedding,Home,Bedding,11660.7
424,IMPORTANT WOMEN,Clothing,Women,3571.67
425,Expect Kitchen,Home,Kitchen,121.78
426,Couple Academic,Books,Academic,7994.24
427,Agree Footwear,Clothing,Footwear,992.44
428,from kid,Clothing,Kids,13469.58
429,Picture Academic,Books,Academic,11243.7
430,Discuss Laptop,Electronics,Laptops,5975.83
431,All Camera,Electronics,Cameras,2047.55
432,War Decor,Home,Decor,13898.03
433,Talk Academic,Books,Academic,4152.14
434,Start Laptop,Electronics,Laptops,11575.18
435,Fast Laptop,Electronics,Laptops,6798.54
436,Article Bedding,Home,Bedding,5438.48
437,Table Footwear,Clothing,Footwear,4048.62
438,Marriage Mobile,Electronics,Mobiles,10322.22
439,Next Laptop,Electronics,Laptops,4984.13
440,Help Laptop,Electronics,Laptops,6004.04
441,Speak Accessorie,Electronics,Accessories,14861.08
442,Pattern Camera,Electronics,Cameras,8383.71
443,Early Men,Clothing,Men,12078.06
444,collection men,Clothing,Men,14740.25
445,Black Women,Clothing,Women,5646.37
446,End Accessorie,Electronics,Accessories,1217.31
447,Realize Laptop,Electronics,Laptops,6707.13
448,Effect Men,Clothing,Men,12457.41
449,EXACTLY KITCHEN,Home,Kitchen,2603.04
450,None Comic,Books,Comics,5802.67
451,Team Non-Fiction,Books,Non-Fiction,13633.73
452,Strong Decor,Home,Decor,2314.61
453,Whose Kid,Clothing,Kids,13253.4
454,  Since Fiction  ,Books,Fiction,6346.6
455,Arrive Men,Clothing,Men,11750.54
456,South Bedding,Home,Bedding,7321.72
457,Yourself Bedding,Home,Bedding,488.34
458,Discuss Men,Clothing,Men,11700.22
459,Parent Camera,Electronics,Cameras,11525.95
460,Throughout Women,Clothing,Women,9887.28
461,Subject Kitchen,Home,Kitchen,14222.26
462,Important Academic,Books,Academic,14873.97
463,Hear Women,Clothing,Women,4838.27
464,Worry Kitchen,Home,Kitchen,5340.06
465,Those Women,Clothing,Women,12174.98
466,Through Academic,Books,Academic,665.66
467,Consumer Laptop,Electronics,Laptops,396.93
468,Control Fiction,Books,Fiction,9250.61
469,Economic Kid,Clothing,Kids,13789.83
470,PERSON KITCHEN,Home,Kitchen,13766.64
471,Friend Accessorie,Electronics,Accessories,5666.5
472,Sure Fiction,Books,Fiction,4906.79
473,Sing Footwear,Clothing,Footwear,14413.87
474,Save Furniture,Home,Furniture,8473.46
475,Her Furniture,Home,Furniture,12235.37
476,White Academic,Books,Academic,4488.31
477,Perhaps Men,Clothing,Men,14235.6
478,Ahead Fiction,Books,Fiction,4841.43
479,Score Men,Clothing,Men,2195.59
480,School Laptop,Electronics,Laptops,4860.83
481,He Accessorie,Electronics,Accessories,4051.67
482,Yourself Men,Clothing,Men,11826.6
483,Out Mobile,Electronics,Mobiles,11015.51
484,Organization Footwear,Clothing,Footwear,5742.82
485,Change Fiction,Books,Fiction,11852.08
486,Order Women,Clothing,Women,12008.0
487,  Cup Accessorie  ,Electronics,Accessories,1660.4
488,Think Furniture,Home,Furniture,2497.48
489,Take Mobile,Electronics,Mobiles,14780.61
490,Upon Fiction,Books,Fiction,9839.16
491,  Mind Non-Fiction  ,Books,Non-Fiction,14618.54
492,Occur Academic,Books,Academic,4531.27
493,For Mobile,Electronics,Mobiles,8289.97
494,  Continue Non-Fiction  ,Books,Non-Fiction,1405.66
495,  Military Non-Fiction  ,Books,Non-Fiction,9609.04
496,Always Camera,Electronics,Cameras,4694.47
497,Believe Comic,Books,Comics,9949.5
498,Arrive Camera,Electronics,Cameras,13293.84
499,Early Furniture,Home,Furniture,4023.11
500,Play Academic,Books,Academic,4101.57
501,Discuss Laptop,Electronics,Laptops,10045.28
502,Again Accessorie,Electronics,Accessories,6268.4
503,New Men,Clothing,Men,12294.24
504,Mean Comic,Books,Comics,3611.07
505,A Kitchen,Home,Kitchen,12823.7
506,Glass Laptop,Electronics,Laptops,11382.11
507,Whose Women,Clothing,Women,12146.06
508,Positive Men,Clothing,Men,14825.37
509,Defense Non-Fiction,Books,Non-Fiction,9445.67
510,Sure Decor,Home,Decor,13721.19
511,Case Mobile,Electronics,Mobiles,6020.59
512,Grow Decor,Home,Decor,13765.71
513,Series Camera,Electronics,Cameras,2329.67
514,Cost Mobile,Electronics,Mobiles,1604.76
515,Why Decor,Home,Decor,4035.64
516,  Suffer Comic  ,Books,Comics,2243.4
517,Three Fiction,Books,Fiction,13196.47
518,Trouble Men,Clothing,Men,13820.44
519,Game Kitchen,Home,Kitchen,11925.42
520,Artist Decor,Home,Decor,12887.7
521,Age Laptop,Electronics,Laptops,14615.87
522,Choose Academic,Books,Academic,6309.91
523,Peace Laptop,Electronics,Laptops,13710.15
524,Sea Comic,Books,Comics,13021.12
525,whose laptop,Electronics,Laptops,6110.44
526,Change Laptop,Electronics,Laptops,12510.66
527,  Staff Laptop  ,Electronics,Laptops,5469.59
528,Bring Kid,Clothing,Kids,7016.86
529,Throughout Fiction,Books,Fiction,3704.88
530,Never Comic,Books,Comics,13070.16
531,Traditional Decor,Home,Decor,13427.93
532,  His Accessorie  ,Electronics,Accessories,12821.94
533,Baby Women,Clothing,Women,10197.66
534,Hour Bedding,Home,Bedding,12982.99
535,Sea Camera,Electronics,Cameras,9745.84
536,Year Laptop,Electronics,Laptops,12095.77
537,Recognize Decor,Home,Decor,5709.48
538,Individual Bedding,Home,Bedding,7053.8
539,peace fiction,Books,Fiction,14500.63
540,Blood Decor,Home,Decor,1710.76
541,Great Accessorie,Electronics,Accessories,9644.86
542,Five Decor,Home,Decor,14287.6
543,Future Furniture,Home,Furniture,11505.57
544,Century Camera,Electronics,Cameras,10243.26
545,Coach Camera,Electronics,Cameras,3965.45
546,Sign Comic,Books,Comics,626.25
547,Leave Kid,Clothing,Kids,3413.21
548,Strong Academic,Books,Academic,12696.75
549,  Purpose Kid  ,Clothing,Kids,3953.91
550,Message Kid,Clothing,Kids,3411.58
